ticker,price,adv_usd
A,133.30999755859375,288015916.3108246
AA,44.880001068115234,331315001.8156023
AAL,15.220000267028809,2499327126.3900723
AAOI,101.11000061035156,1400363805.8163223
AAON,110.19000244140625,109222418.33193512
AAP,53.349998474121094,102738351.1131958
AAPL,330.3949890136719,19464703970.951225
ABBV,257.80499267578125,2303671740.4747925
ABCB,92.47750091552734,50934319.668151855
ABCL,6.414999961853027,55204598.96692157
ABG,225.44000244140625,52117954.71670227
ABNB,146.66000366210938,523980495.7151413
ABSI,8.1899995803833,79134259.90426831
ABT,101.33000183105469,1321272403.4202797
ABVX,137.46499633789062,282421178.85038453
ACA,145.0500030517578,170871561.42808992
ACGL,102.58999633789062,186487050.12845764
ACHC,34.03499984741211,105317698.20960331
ACI,15.260000228881836,106993875.13488817
ACIW,58.790000915527344,60690126.19908943
ACLS,135.125,99724159.46448365
ACM,69.29000091552734,128535932.66849975
ACMR,83.08000183105469,176387633.68947753
ACN,142.21499633789062,1741964353.6142426
ADBE,234.48500061035156,1360280668.4993415
ADC,81.2699966430664,82547522.97514267
ADEA,25.19499969482422,50802303.71040764
ADI,375.510009765625,2054382085.4692566
ADM,85.69999694824219,264005479.01229858
ADP,256.25,640837296.5900421
ADPT,22.604999542236328,72128066.83783722
ADSK,217.3800048828125,573273069.598697
ADT,7.040500164031982,58873445.03468692
AEE,113.86499786376953,212097965.82777557
AEHR,85.48760223388672,216972555.2905693
AEIS,278.489990234375,318522859.0180969
AEM,136.05999755859375,407039540.3644196
AEO,17.55500030517578,79248659.57133141
AEP,134.5500030517578,757766982.1068436
AER,146.67999267578125,156238381.47161865
AES,14.800000190734863,127082185.51132798
AFG,142.55999755859375,72014990.85274963
AFL,125.76000213623047,269356636.84775543
AFRM,76.62000274658203,316660531.8279228
AG,15.739999771118164,174390983.72169465
AGCO,116.18499755859375,77639225.31986237
AGEN,5.079999923706055,60401319.007132486
AGI,28.125,159255076.17243767
AGNC,11.279899597167969,173375873.391115
AGQ,59.7599983215332,167911183.79297733
AGX,528.780029296875,232532730.16627198
AHR,57.630001068115234,239450636.62120324
AIG,79.8499984741211,331111412.77782935
AIR,136.0050048828125,69192346.41473389
AIT,332.2049865722656,96898064.70856476
AIZ,280.8599853515625,100970634.39520264
AJG,256.489990234375,444648827.5933258
AKAM,121.30000305175781,460364023.7278374
ALAB,308.0,2340479441.6508055
ALB,119.28500366210938,316247064.42913055
ALC,70.68499755859375,135559452.62324372
ALGM,46.5099983215332,221756915.4574484
ALGN,177.0850067138672,189911575.52386016
ALGT,103.54010009765625,71030390.13587189
ALHC,20.199499130249023,107652965.268713
ALK,46.0099983215332,151450754.94950867
ALKS,52.220001220703125,134826744.63596344
ALL,249.6300048828125,482008454.8159393
ALLE,140.64500427246094,172124425.22983247
ALLY,45.959999084472656,125587681.4996502
ALM,13.140000343322754,97935100.735104
ALNY,277.989990234375,466653633.81483155
ALSN,114.87999725341797,182950853.27164918
ALV,121.55000305175781,89244250.30626373
AM,22.790000915527344,54453363.20354195
AMAT,535.155029296875,7418512745.091675
AMBA,61.0099983215332,138279020.26518345
AMBQ,70.3499984741211,63494767.68273544
AMCR,44.130001068115234,136947124.76573563
AMD,488.5350036621094,15060863254.162085
AME,237.7050018310547,255509459.37986755
AMG,371.7300109863281,101680098.94483033
AMGN,372.95001220703125,880640313.6028168
AMH,34.29999923706055,74200206.9693346
AMKR,61.27000045776367,384890366.0579899
AMP,535.0399780273438,383368855.5622711
AMPX,10.024999618530273,91264202.50978279
AMRZ,51.040000915527344,137109446.1109562
AMT,170.06500244140625,584135187.4690552
AMZN,248.6999969482422,14312793031.572027
AN,206.77000427246094,77998911.99316101
ANET,166.30499267578125,1471426339.5557466
ANF,97.3949966430664,103654143.63413468
AON,370.1600036621094,538112239.0249298
AOS,60.290000915527344,110023085.95837745
APA,34.92499923706055,189459120.31869602
APD,301.42999267578125,444545992.0024597
APG,40.63999938964844,118085472.28358002
APGE,134.14500427246094,797857484.3832566
APH,152.01499938964844,1259008805.435749
APLD,24.915000915527344,637815416.0080723
APO,120.79000091552734,638326939.7576878
APP,419.07000732421875,2680429542.132956
APPF,181.85499572753906,58348912.00468292
APTV,58.86000061035156,160519082.4104103
AR,33.52000045776367,159690468.6669157
ARCB,160.7198944091797,61910087.94358444
ARCC,19.165000915527344,91694802.64335251
ARE,50.224998474121094,84198857.24909325
ARES,124.6449966430664,278842560.58769643
ARGX,855.5,315108126.7501831
ARM,262.9700012207031,2924121875.2353835
ARMK,56.43000030517578,144239085.39180565
AROC,36.900001525878906,90454351.35986786
ARR,16.780000686645508,73401966.75711413
ARW,205.3249969482422,130178620.62806931
ARWR,74.13999938964844,228296942.82186127
ARXS,40.904998779296875,59778317.05303192
AS,35.779998779296875,121628496.64797059
ASB,31.3799991607666,67657362.8159769
ASH,68.98999786376953,63304641.3588295
ASML,1745.260009765625,3902885423.1693115
ASND,264.3500061035156,232055157.6314102
ASO,49.34000015258789,79925048.48258877
ASTS,58.20750045776367,1432501498.0141559
ASX,38.349998474121094,500435076.05185544
ATAI,7.170000076293945,117180080.02655649
ATI,186.0800018310547,324855983.04678345
ATO,179.0800018310547,212527608.2096115
ATR,132.8350067138672,57444677.43804932
ATRO,67.29499816894531,61599821.66053772
AU,76.19999694824219,307573239.5353302
AUB,42.9900016784668,55779275.645224765
AUGO,49.54999923706055,74752274.28658295
AUR,5.909999847412109,151570672.77331933
AVAV,146.5,379855084.6138855
AVB,196.3300018310547,198070966.76623613
AVGO,371.5899963378906,9703380417.951939
AVT,84.80000305175781,108521042.31053925
AVTR,11.005000114440918,87936133.19612512
AVY,162.9499969482422,114122553.84249191
AWI,159.57009887695312,67822149.33655396
AWK,135.8800048828125,287781465.39873505
AXGN,39.349998474121094,63557742.435639575
AXON,526.72998046875,597866331.3183899
AXP,357.0299987792969,1077572699.5137315
AXS,116.12000274658203,83637437.68099709
AXSM,233.87460327148438,292224452.0290756
AXTA,32.685001373291016,58580577.72700272
AXTI,45.59000015258789,626575367.9983416
AYI,336.885009765625,173624274.9331421
AZN,168.9949951171875,464720855.9156494
AZO,3077.39990234375,1462069765.6657715
AZZ,148.36000061035156,55886522.021383666
B,34.69499969482422,337328454.27992094
BA,215.99989318847656,1131822441.1345215
BA-PA,66.98500061035156,53777152.40850639
BABA,115.47000122070312,1512661798.0175292
BAC,61.869998931884766,2051230339.3000114
BAH,66.45999908447266,166166499.07444382
BALL,63.040000915527344,166568129.3975647
BAM,48.78990173339844,117667400.90113068
BANC,21.21500015258789,55482969.49434662
BAND,71.98500061035156,77333299.77169494
BAP,386.95001220703125,125937205.45854798
BAX,23.31999969482422,131860546.1616272
BB,9.135000228881836,356022751.1153076
BBIO,82.16000366210938,395392345.0802231
BBWI,21.155000686645508,114908016.32091188
BBY,85.1500015258789,306814783.400153
BC,82.70999908447266,53675288.64378929
BCE,22.079999923706055,85300496.26548262
BCO,118.86299896240234,55052794.56369476
BCRX,9.240099906921387,65192063.790647745
BCS,27.572599411010742,122446012.88854007
BDC,101.05000305175781,67571613.40329361
BDX,159.9600067138672,410861145.49803466
BE,214.82000732421875,4113279234.662375
BEAM,28.424999237060547,93898445.8549755
BEKE,17.354999542236328,58820843.80085373
BELFA,228.63999938964844,53129480.801987454
BELFB,270.4599914550781,99567732.35436097
BEN,32.744998931884766,153092727.979187
BF-B,26.06999969482422,76892982.68068466
BFAM,77.62999725341797,67825395.44574395
BFH,98.0,70767051.48809814
BFLY,6.71999979019165,104315679.1607208
BG,119.36499786376953,175042619.47402954
BHE,77.20500183105469,54425274.90380402
BHP,80.04000091552734,212896262.54174882
BHVN,15.199999809265137,51228935.84693456
BIDU,108.28500366210938,271524588.0042877
BIIB,210.875,322079270.2385132
BILL,44.77000045776367,90823147.22698307
BIO,300.239990234375,89220276.61551514
BIRK,44.689998626708984,76229641.8107233
BITB,34.36000061035156,50309658.60032959
BJ,94.2249984741211,179375466.01202163
BKD,15.744999885559082,80996052.48299599
BKH,75.28500366210938,62781271.13560943
BKNG,180.7100067138672,1428874899.4509666
BKR,56.19860076904297,537602833.6450211
BKU,49.09000015258789,54038161.934672356
BLDR,77.27050018310547,175856027.49461785
BLK,1078.35498046875,950990753.6127075
BLLN,129.05999755859375,83559472.46125641
BLZE,13.670000076293945,73670110.36910582
BMI,152.61000061035156,66472208.82518311
BMNR,15.21720027923584,549280678.6236112
BMO,183.9499969482422,131748373.4420456
BMRN,60.15999984741211,103484377.33992156
BMY,61.810001373291016,739499657.2375872
BN,43.78499984741211,146782408.269248
BNO,48.15999984741211,71053977.41762638
BNS,90.19000244140625,270230446.1241455
BNTX,91.33999633789062,72447146.98212738
BNY,158.10499572753906,692962185.0487525
BOIL,22.049999237060547,102645652.76630878
BOOT,157.34500122070312,107453975.55414581
BOX,31.299999237060547,69792965.98972377
BP,41.7400016784668,399246763.32881147
BPOP,172.15499877929688,95516522.6620102
BR,151.4600067138672,215645925.9273239
BRBR,12.210000038146973,79016153.33598876
BRK-A,753000.0,158414500.0
BRK-B,501.1549987792969,2356183160.766408
BRKR,57.75,119358641.23733369
BRO,69.84500122070312,186548656.53741914
BROS,68.56999969482422,211378897.88170052
BRX,32.51499938964844,70622330.83750267
BRZE,26.170000076293945,53860958.146881774
BSX,44.04499816894531,863969079.9672165
BSY,32.880001068115234,101401225.72340965
BTDR,10.829999923706055,140856065.316636
BTI,63.05500030517578,274200336.411953
BTSG,70.30000305175781,339477572.91290283
BTU,22.510000228881836,58922283.73020115
BUD,81.17500305175781,182008634.85741806
BULL,7.069699764251709,66496012.63894975
BURL,352.5299987792969,205135067.5493042
BW,9.739999771118164,58793084.855782986
BWA,62.34000015258789,170242505.44181937
BWIN,27.70400047302246,50064083.694894314
BWXT,173.13999938964844,198612773.9332695
BX,128.61500549316406,581588946.4155594
BXP,70.69499969482422,90682746.8717804
BYD,88.9000015258789,74899652.98850098
C,130.97000122070312,2035120983.6234283
CACC,635.52001953125,118762368.70159912
CACI,470.30999755859375,135653466.70684814
CAG,14.555000305175781,333667698.21804905
CAH,232.18499755859375,573906790.6948974
CAI,16.524999618530273,60713653.27410269
CAKE,85.7699966430664,100573212.33832169
CALM,89.23500061035156,75676073.80304718
CAMT,145.72000122070312,81432337.90056458
CAR,157.5832977294922,109196239.39151916
CARR,69.23999786376953,379032314.34986115
CART,46.36000061035156,210642034.29253235
CASY,856.3400268554688,449341365.9880829
CAT,879.0399780273438,3741796012.9451203
CAVA,70.69000244140625,218532120.60342407
CB,352.82000732421875,608267275.0330963
CBRE,143.1300048828125,257644187.70312196
CBRL,52.125,53343792.69573059
CBRS,171.54379272460938,1473178592.7093887
CBSH,59.5099983215332,75035890.58517703
CBT,91.41999816894531,57108850.16214065
CC,17.639999389648438,56001363.822683334
CCC,6.195000171661377,55928547.20547645
CCEP,106.0999984741211,195788853.6937874
CCI,79.07499694824219,345069005.3841499
CCJ,85.01000213623047,319726344.43552095
CCK,116.7300033569336,119810527.50918579
CCL,26.364999771118164,605442268.4197562
CCXI,14.829999923706055,78672598.98229226
CDE,14.359999656677246,672313190.0983645
CDNL,71.63999938964844,74939925.87914963
CDNS,327.0000915527344,825731422.2146409
CDW,134.84640502929688,267993179.94390717
CE,45.709999084472656,82533454.42893028
CECO,79.69000244140625,67725863.8623764
CEG,252.06500244140625,898956663.3863128
CELC,88.88500213623047,170019321.7446251
CELH,29.969999313354492,221618031.09163207
CENX,41.66999816894531,108891215.64521027
CF,122.68499755859375,289710739.9029983
CFG,73.22000122070312,360399286.34704286
CFR,162.86000061035156,84628812.12856445
CG,46.060001373291016,156652706.6812187
CGNX,63.31999969482422,163128156.15091515
CGON,72.45999908447266,91250731.17856483
CHD,99.44000244140625,185164591.75170898
CHDN,85.29000091552734,85926826.9372181
CHE,510.4800109863281,85361635.09398957
CHEF,100.82499694824219,50763978.24677582
CHH,109.97000122070312,67968677.39928894
CHKP,137.9600067138672,156581769.00268784
CHRD,126.12999725341797,103682236.4472847
CHRW,206.6999969482422,288856415.0079567
CHTR,135.1300048828125,494495297.7354126
CHWY,21.530000686645508,190118788.08178997
CHYM,21.270000457763672,121168952.1575344
CI,287.7449951171875,481966978.5985657
CIEN,382.3299865722656,1228354118.015915
CIFR,17.09000015258789,546784588.037821
CINF,181.32000732421875,182872701.94358522
CL,94.46499633789062,447229261.810733
CLF,9.350000381469727,189199544.12478217
CLH,310.4200134277344,122121737.20586547
CLRO,6.690800189971924,95184952.99479008
CLS,295.8900146484375,608410488.1324219
CLSK,12.694999694824219,318492199.76986563
CLX,98.58509826660156,230061071.57730255
CM,122.44999694824219,206048442.646537
CMC,66.59500122070312,108988898.83570862
CMCSA,24.190000534057617,976865006.6949447
CME,245.67999267578125,856064686.2705749
CMG,35.17499923706055,652248353.2245522
CMI,649.489990234375,722250408.8466918
CMPS,12.90999984741211,61939723.00573082
CMS,74.81500244140625,246356237.65504304
CNC,64.5999984741211,309006124.3525478
CNH,10.78499984741211,103882695.93653831
CNI,129.44000244140625,177047639.51461792
CNK,30.174999237060547,70012631.98377705
CNM,45.95500183105469,117232040.79121475
CNP,43.83000183105469,320737026.7923477
CNQ,43.63999938964844,399472363.9803413
CNR,82.91500091552734,51729740.39717674
CNX,33.779998779296875,68460257.15042916
CNXC,25.329999923706055,66927800.23813915
COCO,74.20999908447266,88474479.50676727
COF,208.85000610351562,877363443.4391098
COGT,39.290000915527344,128006766.97158623
COHR,277.3699951171875,1811661411.8596802
COHU,50.10499954223633,82917533.64147186
COIN,157.3350067138672,1164693777.3894799
COKE,181.40499877929688,110551869.38362579
COLB,33.47999954223633,90087468.02659683
COLD,15.984999656677246,68048800.70762348
COMP,12.130000114440918,178672881.74538094
COO,72.77999877929688,193272867.3340912
COP,114.62000274658203,818034873.5214275
COR,312.94000244140625,477454314.55336
CORT,91.44999694824219,90929912.81051178
CORZ,20.594999313354492,281306928.3535678
COST,945.989990234375,2600288056.7178345
CP,93.66000366210938,231634256.538797
CPAY,368.6799011230469,252647835.56136322
CPB,22.625,218988409.22572747
CPNG,16.575000762939453,321657921.6620525
CPRI,16.6200008392334,56269045.61766567
CPRT,28.084999084472656,400354784.6150028
CPRX,31.489999771118164,61115009.76409626
CPT,114.57499694824219,116103066.44372407
CR,221.125,91639305.5847168
CRBG,32.130001068115234,124243996.14177532
CRCL,60.064998626708984,972029911.6100765
CRDO,195.0500030517578,2236385041.8889914
CRGY,10.595000267028809,63866713.55908003
CRH,104.66999816894531,460818042.6905159
CRL,225.6199951171875,196133346.33675537
CRM,172.0050048828125,2442823942.676651
CRNX,83.88999938964844,610545489.016262
CROX,138.97999572753906,139546885.35774
CRS,557.905029296875,499997751.17929685
CRSP,48.220001220703125,94644424.98837432
CRUS,136.49000549316406,94226212.14596787
CRWD,208.38999938964844,2031798136.1524818
CRWV,71.81009674072266,2602439084.434951
CSCO,112.25499725341797,2940127590.6088514
CSGP,30.309999465942383,210160664.78840637
CSL,353.4599914550781,207746396.9737274
CSTM,28.469999313354492,57065188.26517324
CSX,51.08000183105469,556485486.7747772
CTAS,205.2100067138672,409045459.98510057
CTRE,42.779998779296875,119368892.78472137
CTSH,44.560001373291016,598119496.1805874
CTVA,87.68499755859375,340471156.4280655
CUBE,42.33000183105469,77847753.12036666
CVCO,578.7650146484375,67555717.3399353
CVE,27.985000610351562,183453467.92004585
CVLT,150.38999938964844,113646988.7956253
CVNA,69.7300033569336,692417777.9351066
CVS,108.25,831590577.2418334
CVX,186.69500732421875,1617504340.3036315
CW,713.969970703125,226395536.8296631
CWEN,33.275001525878906,57034922.29025688
CWST,99.6500015258789,71556713.72787476
CX,12.970000267028809,59935700.878448725
CXT,51.95500183105469,59394899.532765195
CYTK,81.75,196651396.8011795
CZR,29.905000686645508,132197269.25383234
D,72.5199966430664,410285087.530476
DAL,85.62000274658203,715233011.7785225
DAN,26.739999771118164,55042893.845834635
DAR,62.92250061035156,141256679.8191452
DASH,184.6425018310547,855239509.558046
DAVE,438.5,211250935.7821533
DB,35.04999923706055,75584337.93082199
DBRG,15.765000343322754,50446898.989052966
DBX,30.635000228881836,104400671.16508074
DCI,91.91999816894531,70408585.82155533
DCO,171.6300048828125,56711892.411584474
DD,135.21310424804688,200248412.44535065
DDOG,263.79998779296875,1106481497.98013
DDS,547.9998779296875,64203052.04968262
DE,605.989990234375,716907994.911499
DECK,108.69000244140625,228343738.86157686
DELL,396.54998779296875,3281632516.4722443
DEO,84.82499694824219,81127278.85781097
DFTX,44.96500015258789,204265888.43395996
DG,128.22000122070312,327991630.41780394
DGX,211.53500366210938,178257157.78957367
DHI,152.69500732421875,345516102.3682556
DHR,202.92999267578125,789930649.9006348
DHT,17.514999389648438,68560396.84664345
DIA,524.9099731445312,2120096459.210434
DINO,87.77999877929688,189322415.76660156
DIOD,85.7300033569336,71268117.54073067
DIS,98.54499816894531,1119553888.8550262
DK,63.91999816894531,64338878.284052275
DKNG,24.420000076293945,275232060.38611794
DKS,219.9499969482422,264110977.18860626
DLB,49.57500076293945,50993062.71362591
DLR,173.77000427246094,702952844.2320496
DLTR,130.9550018310547,473085962.5725937
DNLI,23.34000015258789,51114605.12176933
DNTH,100.68000030517578,130523911.11907883
DOC,22.479999542236328,139933897.24768868
DOCN,117.0250015258789,543018306.8621823
DOCS,22.0,70679886.67613792
DOCU,53.630001068115234,180224346.42019328
DOV,218.05499267578125,243702828.1900757
DOW,30.389999389648438,345745678.75729865
DOX,52.900001525878906,86304759.89017907
DPC,46.77750015258789,140766121.5068643
DPZ,328.4849853515625,303396116.7742615
DRI,200.25,344928566.3957825
DRS,44.369998931884766,51452538.35578289
DT,44.959999084472656,234179576.02594262
DTE,150.1199951171875,194495679.16465148
DTM,145.17999267578125,107859481.69129029
DUK,126.88870239257812,480629307.2439178
DUOL,133.8699951171875,160300878.95719606
DVA,237.2899932861328,181665009.73558196
DVN,43.64500045776367,570629846.3747358
DX,13.364999771118164,70845595.67786321
DXC,9.420000076293945,51505346.658395484
DXCM,76.54000091552734,340218166.8059006
DY,408.7200012207031,315679448.4067246
DYN,23.459999084472656,51028307.856824115
EA,209.00999450683594,460662802.15589523
EAT,189.10000610351562,174885807.66235048
EBAY,110.62000274658203,344989043.7404251
EBC,23.15999984741211,94688755.07477093
ECG,133.97000122070312,95613319.49734955
ECHO,92.12999725341797,808150454.3199875
ECL,276.5,388864999.39580077
ED,113.5999984741211,250159652.89339525
EFX,177.81500244140625,268074545.67764282
EG,384.010009765625,147299795.35638428
EGO,27.774999618530273,75322155.39530802
EGP,224.5800018310547,82217744.75408554
EHC,113.7750015258789,125268450.75618248
EIX,78.86499786376953,172699259.92634964
EL,82.20999908447266,241121137.20849532
ELAN,26.200000762939453,107932386.38938637
ELF,74.5,207633926.0493187
ELS,66.38999938964844,96652033.11520767
ELV,369.2366943359375,721146293.1458435
ELVN,52.439998626708984,82164953.74955197
EMBJ,64.39199829101562,56980888.05287552
EME,734.760009765625,377580297.77963865
EMN,69.26000213623047,86785186.07746354
EMR,141.50999450683594,369609003.8377968
ENB,56.66999816894531,202170226.30226135
ENPH,41.58000183105469,282683028.74514693
ENS,194.72000122070312,130027900.48011017
ENSG,174.99000549316406,174724872.9943962
ENTG,136.3300018310547,554114534.7710823
