ticker,price,pct_from_hi,pct_above_lo,ret_1y,rs_vs_spy,vol_ratio,all_pass,atr_ratio,range5_pct,ret_6m,ret_15d,contracting_pbs,vol_dry_up,atr_compression,tight_range,hh_hl_count,hh_hl_pct,hh_hl_orderly,candle_quality,abr21_pct,candle_orderly,atr50ma_ext,not_extended_50ma,ret_5d,compression_1w,tightness_score,support_score,avg_close_in_range,close_in_upper_range,up_down_vol_ratio,accumulation_support,distribution_days,quiet_pullback_weeks,quiet_pullback,recent_expansion,post_expansion_tight,base_length,base_depth_pct,base_tightness_pct,base_close_position,pivot_age,breakout_ready,leadership_score,entry_score,sepa_vcp_score,power_play_score,pct_to_pivot,pivot,adv_usd,rs_pct_rank,rs_top_20,qm_breakout_vendor_score,qm_breakout_score,qm_breakout_entry_price,qm_breakout_stop_price,qm_breakout_stop_loss_pct,qm_episodic_pivot_vendor_score,qm_episodic_pivot_score,qm_episodic_pivot_entry_price,qm_episodic_pivot_stop_price,qm_episodic_pivot_stop_loss_pct,sepa_vcp_qualifies,power_play_qualifies,qm_breakout_qualifies,qm_episodic_pivot_qualifies,qualified_count,also_fits,primary_setup,primary_setup_score,setup_score,primary_setup_valid,best_family_excess,best_family_pct,market_regime,regime_score,regime_eligible
A,127.7750015258789,-18.387121170995435,16.17067881054477,10.968908052785697,-16.079707420586686,0.03716583122581957,False,0.965404786957672,4.273135604985154,-7.827113450902113,10.30300894794176,False,True,False,True,25,41.66666666666667,True,0.3986688569535807,1.287193533138881,False,1.7524874392248442,True,-2.9212837972568018,True,2,0,0.2957909560092168,False,0.985068450825644,False,4,4,True,False,False,25.0,23.205045512484002,11.254155415138474,0.5933110665609954,9.0,False,1,2,3,3,-9.437235209875682,141.08999633789062,336235571.78861696,38.22923816060398,False,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-3,0.375,risk_on,7,False
AA,62.244998931884766,-25.713094340890517,125.51776552508782,116.57789560384973,89.52928013047735,0.1737318331130981,False,1.3269227017685636,16.949151607513883,37.27568083623554,-16.528095498698136,False,True,False,False,22,36.666666666666664,False,0.5807670256138179,2.996754764706456,True,-1.4677315833356028,True,-14.038122104865657,False,0,0,0.3663881738363931,False,0.782192354164781,False,5,2,True,False,False,25.0,27.814645852047786,34.97469809837537,0.056881092118529014,10.0,False,3,2,2,2,-26.232518419093196,84.37999725341797,344899243.9717649,86.20452985586822,True,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-4,0.25,risk_on,7,False
AAL,15.859999656677246,-2.460028084711141,55.79566975664629,50.18938472024155,23.140769246869166,0.08495088500709935,False,1.055370002732469,18.158891404694348,-0.8130088574218153,6.300265251853743,False,True,False,False,27,45.0,True,0.4909614951998856,2.4072517672126987,True,4.515843595727413,False,18.18181495165183,False,0,2,0.5300070325110513,False,2.0078841634167146,True,1,1,False,True,False,25.0,26.06547330342287,18.978564275154888,0.9218007449054698,1.0,True,5,3,4,5,-2.038300596014031,16.190000534057617,1442003121.7876217,69.45778997940974,False,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-1,0.625,risk_on,7,False
AAOI,171.83999633789062,-22.976247585507014,924.0762175573141,905.5002621627793,878.451646689407,0.1790272345666273,True,1.167976290574827,19.12825641159519,474.715714148017,-3.254137449718675,False,True,False,False,25,41.66666666666667,True,0.5320533273794377,7.3598922428966675,True,0.13605122158818714,True,5.500976907217425,False,0,1,0.47930125077332075,False,1.2509150409731025,True,5,2,True,False,False,25.0,36.213461625487135,28.381055232661907,0.2693216095625116,23.0,False,8,3,3,4,-26.460393852680685,233.6699981689453,2308686502.4317627,99.38229238160604,True,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-2,0.5,risk_on,7,False
AAON,134.80999755859375,-9.002426524230378,88.60928928034826,85.94114559459062,58.89253012121824,0.059471916448061976,True,1.038848205772267,10.785545248462123,73.01626996537485,-3.322406335287953,False,True,False,False,23,38.333333333333336,False,0.38756732732523974,2.1877855213720885,False,2.039698202268594,True,11.302835618865647,False,0,0,0.351689901049041,False,0.7761800234629908,False,6,3,True,False,False,25.0,21.113507949633327,20.071610137217547,0.5103121077892311,10.0,False,6,2,3,4,-10.339029205031258,150.355273162131,131396698.09316559,81.0569663692519,True,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-2,0.5,risk_on,7,False
AAP,60.05500030517578,-8.296708654421824,56.59282405061163,26.97403038590349,-0.07458508746889336,0.0315589083521573,False,0.8814726217683185,7.076846188332661,37.68940313267384,3.081019628143622,False,True,False,True,26,43.333333333333336,True,0.35900224925765395,1.6959423698767042,False,1.4068165634790306,True,1.1708215762771035,True,2,2,0.503816254984243,False,1.4980036739916434,True,2,2,True,False,False,25.0,24.555786542075616,13.204562925449427,0.8425683903842773,2.0,False,4,4,4,7,-3.865857000699069,62.470001220703125,136401370.5102005,52.98558682223747,False,0.0,0,,,,0.0,0,,,,False,True,False,False,1,,power_play,7,7,True,1,0.875,risk_on,7,False
AAPL,300.25,-4.743023993670315,54.07950591031931,54.07950591031931,27.03089043694693,0.11494823131530732,True,1.2217072799497892,4.156539878876978,9.540018613334421,-3.410006722015546,False,True,False,True,35,58.333333333333336,True,0.5030507061050001,1.1412474490320654,True,1.5688868842635106,True,2.973459711572346,True,2,0,0.4198815496807596,False,1.1522008375841393,False,3,0,False,False,False,45.0,18.8491815846417,9.99833106200562,0.7133416759117229,7.0,False,5,2,4,5,-5.4032748034889995,317.3999938964844,14727557960.773281,71.10501029512697,False,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-1,0.625,risk_on,7,False
ABBV,219.4001007080078,-8.090766041906628,24.26511830098066,18.698386370848418,-8.350229102523965,0.08322073567177371,False,1.0160687899204224,4.102094744239793,-1.9564049612417533,2.946746309452153,True,True,False,True,23,38.333333333333336,False,0.44393681794789974,1.0193395305667798,True,1.5221659336654232,True,-2.6705250243262646,True,2,1,0.4352969564598796,False,0.8915317318452483,False,2,1,False,False,False,35.0,17.23434764191561,7.6298987280059505,0.7213016069363718,7.0,False,2,3,5,6,-4.803184993301812,230.47000122070312,1103767913.8643646,46.12216884008236,False,0.0,0,,,,0.0,0,,,,False,True,False,False,1,,power_play,6,6,True,0,0.75,risk_on,7,False
ABNB,143.05999755859375,-0.7768034221683151,28.2589173250388,4.263530761955225,-22.785084711417156,0.11225685084770459,False,0.9839970109170588,11.582552759402619,8.535012676105257,7.823338450264483,False,True,False,False,26,43.333333333333336,True,0.3817101949408641,1.3736131039430146,False,1.5662912579245707,True,8.915105375670551,False,0,0,0.5142972562833653,False,0.8658453058574052,False,5,2,True,False,False,55.0,17.480473931252654,11.582552759402619,0.8372182288599211,38.0,True,5,4,4,6,-2.8455025068972795,147.25,491599595.3600136,33.0130404941661,False,0.0,0,,,,0.0,0,,,,False,True,False,False,1,,power_play,6,6,True,0,0.75,risk_on,7,False
ABT,90.38500213623047,-33.20437417322607,9.47796125125031,-30.275630053084235,-57.32424552645662,0.15389037541623,False,0.9518960122911211,4.989768246542589,-27.94201539616542,5.49136532947756,True,True,False,True,21,35.0,False,0.37970414556803234,0.8442509080239887,False,-0.009672422677339018,True,1.362570362492499,True,2,0,0.46699140418986473,False,0.7389924616864341,False,6,0,False,False,False,35.0,12.53734512052522,6.262104916010823,0.7161702906831782,34.0,False,1,2,4,5,-3.5584710211633452,93.72000122070312,1012701781.0335785,10.157858613589568,False,0.0,0,,,,0.0,0,,,,False,False,False,False,0,,none,0,0,False,-1,0.625,risk_on,7,False
