ticker,price,pct_from_hi,pct_above_lo,ret_1y,rs_vs_spy,vol_ratio,all_pass,vcp_score,atr_ratio,range5_pct,ret_6m,ret_15d,contracting_pbs,vol_dry_up,atr_compression,tight_range,power_play,breakout_confirm,pct_to_pivot,setup_score,ret_1m,ret_3m,qm_momentum,qm_ema_ride,adr_pct,qm_adr_pct,qm_consolidation,qm_score,adv_usd
ACHC,27.0,-0.8446549618173038,131.1643775217663,13.255032832158275,-23.388558729080255,1.2413537004094755,False,1,0.8884299133434115,8.740743001302082,9.135005051698485,13.207545359108952,False,False,False,False,False,False,-0.7352969019469913,1,16.379306517656712,131.1643775217663,True,True,4.6956700265014195,False,False,2,72980950.96123008
ACHR,6.110000133514404,-55.20527874102687,23.68421179639131,-13.333333784243163,-49.97692534548169,1.0506112343362992,False,1,0.90002079357493,20.54009962384495,-48.525693408407136,13.780265618725963,False,False,False,False,False,False,0.4934245096184675,1,1.6638918606359798,-31.038370538652714,False,True,5.684634999520028,True,False,2,143344671.88422063
ACI,16.700000762939453,-24.781921428141885,4.705368200881099,-18.58104127732657,-55.2246328385651,1.684510558095334,False,1,1.1350521795600927,7.185627272114678,-11.702136135029539,-2.2820326867544316,False,False,False,True,False,False,-7.479216239240916,2,-3.3564809065910306,-2.730402347016858,False,False,2.984038957494808,False,True,1,135028112.5745678
ACLS,118.7300033569336,-0.025260002321714214,166.09145270976455,166.09145270976455,129.44786114852602,0.6376095502578714,True,1,1.0082181281115234,11.614498201055264,41.987562134810716,20.721916826643483,False,False,False,False,False,False,-0.025260002321714214,1,38.47679766167149,27.502147610591198,True,True,5.059700715456467,True,False,3,69789629.14959908
ACLX,115.05000305175781,-0.043436510013961094,117.8977362011091,89.56995494332669,52.92636338208816,0.4254036550348418,True,3,0.06298557661418407,0.2607522072192572,29.487906615178904,0.37515293567604857,False,True,True,True,False,False,-0.043436510013961094,5,0.47157532569506166,66.88424568818596,True,True,0.1718998664595783,False,True,3,122758995.40074997
ACM,86.61000061035156,-35.09621382297937,4.467857589834567,-6.068709127443972,-42.712300688682504,0.5780506782166662,False,1,0.6906730436841764,6.0558770121525916,-33.43646483219016,-0.025644959277182355,False,False,False,True,False,False,-0.025644959277182355,2,-3.574378431381209,-11.478913194618812,False,False,2.8004870778134,False,True,1,98506279.68967514
ACN,197.64999389648438,-38.02077835726705,10.093018013921506,-29.770359546845725,-66.41395110808426,0.598623647722487,False,2,0.8398815216072129,9.754616430392822,-14.825173556040571,1.4795522054223742,False,True,False,False,False,False,-0.9953138367357006,2,2.139963683400259,-30.356684891337483,False,False,3.3959886444853025,False,False,0,1391206857.191681
ADBE,244.4499969482422,-41.89169886749517,8.475700167477651,-28.978182046453682,-65.6217736076922,1.07862959610124,False,2,1.029970545179146,11.45837384189722,-25.75099814992461,1.48206243484863,True,False,False,False,False,False,-1.495005907123803,2,-0.6300825413649624,-17.44900682863285,False,False,3.3918240222778944,False,False,0,1230401303.8045502
ADC,79.45999908447266,-2.6627646965474594,15.575820539886,6.309541490143,-30.33405007109553,1.005692527695939,False,0,0.8646857791937406,3.228042374729248,8.862978210117944,7.175624380188794,False,False,False,True,False,False,0.6714795100059234,1,0.8456623795320528,9.705886566329047,False,True,1.7073324606375804,False,True,2,89656605.42589875
ADI,371.45001220703125,0.0,115.50786331739968,114.35641777092589,77.71282620968736,1.6209293377568381,True,0,0.9489398324330454,8.380671385053526,54.76557416393422,18.515090387703314,False,False,False,False,False,True,4.988701250151162,1,20.370075704045853,24.100942486869226,False,True,2.6438965596546993,False,False,1,1098739353.8446593
ADM,67.04000091552734,-9.19680447938348,50.45416281166841,50.45416281166841,13.81057125042988,1.01267505294521,False,2,1.007315970808332,7.353818970539317,8.290147107475399,-7.313702172832103,False,True,False,True,False,False,-9.19680447938348,3,-5.404263697787714,3.6288819405141393,False,False,3.1545682125261507,False,True,1,283655096.1455719
ADMA,11.010000228881836,-55.07955884917541,32.81061857111056,-48.13942314516855,-84.78301470640707,1.2773972229891732,False,2,0.569139449161362,13.805626453140638,-24.38186873917906,32.81061857111056,False,False,False,False,False,False,2.513970796254128,2,-25.958303203659494,-36.3951440290675,False,False,8.494580185691012,True,False,1,105483425.44464274
ADP,200.47000122070312,-37.115963735761106,6.1867727898416325,-30.131460046986025,-66.77505160822456,0.7115764453165127,False,1,0.8577448642862129,6.923731629817076,-27.386872932573926,-1.9754502932118445,False,False,False,True,False,False,-2.4334452573586685,2,-3.749758788346058,-22.39042419197267,False,False,2.689128570080455,False,True,1,774706873.3123779
ADSK,242.02000427246094,-25.94020687777794,10.789657886698546,-6.9726318935666605,-43.616223454805194,1.1929405602091547,False,1,1.1185107630224924,13.874886884660592,-19.278234153751505,0.9131478233273649,False,False,False,False,False,False,-0.46882685165302584,1,-2.5998034313239327,-8.908877997456965,False,False,3.514956483713593,False,False,0,510129642.75056916
ADT,7.269999980926514,-16.592210543752905,13.94984091726128,-5.086998166395473,-41.730589727634005,0.7091871725019376,False,2,0.7607834883195135,9.188448734594209,-13.4631844795711,9.818732728158297,False,True,False,False,False,False,2.5387845481628313,2,11.162079867453855,-11.133721984145206,False,True,2.314022602643461,False,False,1,58538482.52835262
